================================================================================
ARE_TrueReject_CE_FalseAccept - BALANCED Mode - Rejection Rate 0.10 - TAIL
================================================================================

Total cases: 340

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
10         71     12         12         accept       reject        1.1095       2.2187       0.3773       2.3099      
56         71     49         49         accept       reject        5.4926       4.7192       4.1174       5.1302      
73         91     18         18         accept       reject        1.1118       1.5764       0.3705       2.0171      
81         78     18         18         accept       reject        0.8330       1.4557       0.4415       1.8443      
86         78     11         11         accept       reject        1.1128       1.8420       0.3710       2.7207      
133        74     21         21         accept       reject        1.0876       1.4597       0.4240       2.2725      
162        87     20         20         accept       reject        1.1114       0.9082       0.3682       1.8133      
188        98     2          2          accept       reject        0.9619       2.4273       0.5267       2.4897      
208        80     4          4          accept       reject        1.1078       0.9099       0.3912       0.9608      
210        73     30         30         accept       reject        1.1115       4.3683       0.3795       4.8308      
281        84     5          5          accept       reject        1.0819       2.6351       0.9469       2.9753      
289        92     54         54         accept       reject        2.1523       4.6381       1.9789       4.6970      
300        96     52         52         accept       reject        5.4887       6.2073       4.9241       7.5559      
304        86     10         10         accept       reject        0.7557       0.4578       0.4619       0.8578      
316        93     32         32         accept       reject        1.4009       3.1536       1.2104       4.2241      
327        91     14         14         accept       reject        1.0765       2.7467       0.4287       3.7092      
344        99     18         18         accept       reject        1.9516       2.7297       1.8942       4.3005      
403        91     10         10         accept       reject        1.0380       1.2891       0.3726       1.9755      
423        96     17         17         accept       reject        0.8810       0.7982       0.4278       1.1540      
471        97     38         38         accept       reject        1.0289       1.8419       0.3734       2.5088      
502        90     35         35         accept       reject        2.5720       3.7419       2.2444       4.2921      
603        80     16         16         accept       reject        1.1136       1.3642       0.3682       1.3995      
610        98     0          0          accept       reject        2.9492       4.8191       2.9122       4.9377      
612        81     13         13         accept       reject        1.1127       1.0315       0.3890       1.0826      
696        74     4          4          accept       reject        1.1118       2.3198       0.3877       2.6206      
700        77     42         42         accept       reject        0.7744       3.1654       0.6263       3.4652      
723        87     40         40         accept       reject        0.8059       1.5907       0.5595       2.8899      
746        88     10         10         accept       reject        1.0744       2.7624       0.4374       3.3076      
772        95     49         30         accept       reject        0.7531       1.4061       0.3732       1.7085      
821        74     43         43         accept       reject        0.9222       2.2956       0.3739       2.3343      
832        85     3          3          accept       reject        0.9638       1.5260       0.3712       1.6904      
838        90     13         13         accept       reject        1.0897       1.3505       0.4464       2.1389      
852        88     6          6          accept       reject        0.8141       0.7719       0.4122       1.4476      
857        99     9          9          accept       reject        0.7461       1.2643       0.5995       2.7331      
869        96     47         47         accept       reject        1.0646       1.5657       0.5912       1.9258      
879        84     12         12         accept       reject        0.9362       2.8603       0.3896       2.9271      
886        99     42         42         accept       reject        1.0209       2.2442       0.4910       2.5798      
892        90     13         13         accept       reject        1.1097       1.4959       0.4046       1.6822      
897        97     19         19         accept       reject        1.0825       2.3241       0.3954       2.4960      
906        80     5          5          accept       reject        6.1193       5.3377       5.8758       7.3149      
921        89     17         17         accept       reject        0.9705       0.8251       0.4767       0.8488      
948        87     22         22         accept       reject        0.8609       2.1528       0.5762       2.6279      
984        81     13         13         accept       reject        0.8764       4.0815       0.5611       4.3578      
991        96     12         33         accept       reject        0.6217       0.6535       0.4854       0.6925      
1026       97     64         64         accept       reject        6.4226       5.9952       4.5711       6.1050      
1081       89     8          8          accept       reject        0.7823       3.5888       0.3791       3.9582      
1100       72     4          4          accept       reject        1.0460       2.5581       0.3703       2.8762      
1114       98     11         11         accept       reject        1.0298       1.2417       0.4968       1.2982      
1129       69     60         60         accept       reject        0.9009       1.3706       0.5245       2.2854      
1191       99     46         46         accept       reject        0.9286       2.6280       0.7344       2.6349      
1261       89     12         12         accept       reject        2.3904       4.7239       2.0527       4.7677      
1263       93     42         42         accept       reject        1.0227       3.5332       0.3804       3.7388      
1284       81     13         13         accept       reject        1.0685       1.2626       0.4230       1.3801      
1299       96     32         47         accept       reject        0.4447       0.4328       0.3918       0.5690      
1326       91     20         20         accept       reject        4.2193       2.2268       3.4058       2.2533      
1345       97     38         38         accept       reject        0.8334       1.7200       0.7492       1.7711      
1420       99     10         10         accept       reject        1.0859       1.4921       0.4549       2.4261      
1449       84     3          3          accept       reject        0.7616       2.7910       0.4393       3.1502      
1633       84     39         22         accept       reject        0.5845       1.9630       0.3761       2.3488      
1644       79     4          4          accept       reject        0.9841       2.1113       0.4660       2.8609      
1654       98     35         35         accept       reject        0.5527       3.3553       0.3743       3.7690      
1711       91     11         24         accept       reject        0.6644       1.4209       0.6423       2.1822      
1756       90     27         27         accept       reject        1.0959       1.3038       0.3712       1.5304      
1762       79     22         22         accept       reject        0.7000       3.0126       0.5811       3.9625      
1785       96     49         49         accept       reject        2.4154       3.4723       2.2046       5.7239      
1816       99     40         40         accept       reject        0.5448       1.2920       0.3901       1.4122      
1823       77     7          7          accept       reject        0.7139       0.6500       0.3886       0.9924      
1976       89     8          8          accept       reject        1.1005       1.2626       0.3686       1.3464      
1996       88     0          0          accept       reject        1.0862       1.8660       0.4333       2.8034      
2034       98     2          2          accept       reject        0.8539       0.4648       0.3688       0.7387      
2057       69     9          9          accept       reject        1.0979       1.5786       0.4223       2.9879      
2094       91     5          5          accept       reject        1.0453       1.7201       0.5240       2.5316      
2101       89     45         45         accept       reject        1.0435       1.6003       0.9892       1.9656      
2102       97     35         35         accept       reject        0.9961       1.3890       0.5903       2.8314      
2103       83     25         25         accept       reject        0.9200       2.2733       0.3802       2.9973      
2134       94     16         16         accept       reject        1.2039       4.7073       1.1400       4.9775      
2141       95     24         32         accept       reject        3.7615       6.5156       3.5851       6.9886      
2171       89     17         17         accept       reject        1.0635       3.9397       0.4212       4.2789      
2228       98     8          21         accept       reject        0.7088       0.4120       0.4134       0.4996      
2312       93     34         34         accept       reject        4.4951       5.5758       3.2419       6.8853      
2330       84     5          5          accept       reject        0.9656       1.9114       0.7784       3.8233      
2339       93     3          3          accept       reject        1.0973       2.6041       0.3863       3.8759      
2340       97     16         16         accept       reject        0.6529       1.0640       0.4220       1.9624      
2498       98     35         35         accept       reject        3.7329       3.0665       2.9446       5.1649      
2513       74     4          4          accept       reject        0.5679       1.7388       0.4649       3.9242      
2536       96     27         27         accept       reject        0.6505       2.1978       0.4581       2.9642      
2555       93     4          4          accept       reject        1.1083       1.3382       0.3728       2.0079      
2564       93     4          4          accept       reject        1.0462       0.6528       0.3738       0.9843      
2602       85     5          5          accept       reject        1.1053       1.5391       0.5372       2.6452      
2613       69     3          3          accept       reject        1.0794       0.8124       0.3716       1.1559      
2618       97     21         21         accept       reject        1.0935       1.4119       0.3845       2.5026      
2621       71     1          1          accept       reject        3.6408       3.0320       3.0199       4.4734      
2644       72     7          7          accept       reject        0.7915       3.8405       0.6742       4.0926      
2655       95     24         24         accept       reject        1.1063       1.0114       0.3904       1.1742      
2675       89     15         15         accept       reject        0.5821       2.0142       0.4048       3.4897      
2682       73     25         25         accept       reject        0.7591       2.3856       0.4674       2.5315      
2745       72     3          4          accept       reject        3.3376       1.8216       2.7095       2.0962      
2807       72     3          3          accept       reject        0.8763       0.4983       0.3692       1.0489      
2811       82     59         59         accept       reject        0.9171       1.8001       0.5934       2.4199      
2833       84     46         46         accept       reject        0.7712       2.9578       0.4954       3.4858      
2835       97     3          3          accept       reject        0.5817       0.9457       0.4590       2.9435      
2840       98     11         11         accept       reject        0.7630       1.1348       0.5665       1.7611      
2879       95     44         44         accept       reject        1.0061       2.1165       0.5461       3.4039      
