================================================================================
ARE_TrueReject_CE_FalseAccept - WORST Mode - Rejection Rate 0.10 - TAIL
================================================================================

Total cases: 373

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
10         71     12         12         accept       reject        0.0150       1.4517       -0.0014      1.5267      
35         73     64         64         accept       reject        0.4233       2.1636       0.2741       2.6846      
56         71     49         49         accept       reject        5.0450       3.0877       3.4059       3.5888      
73         91     18         18         accept       reject        0.0151       1.0314       -0.0076      1.3126      
86         78     11         11         accept       reject        0.0151       1.2052       -0.0072      1.8270      
133        74     21         21         accept       reject        0.0563       0.9550       0.0411       1.4993      
162        87     20         20         accept       reject        0.0151       0.5942       -0.0097      1.1636      
167        99     25         77         accept       reject        1.3868       4.5923       1.0963       5.0731      
208        80     4          4          accept       reject        0.0331       0.3538       0.0112       0.5403      
209        93     63         63         accept       reject        0.4156       1.5218       0.2572       2.6220      
210        73     30         30         accept       reject        0.0151       2.8581       0.0006       3.3698      
261        76     3          3          accept       reject        2.6091       2.6817       2.2743       5.2500      
281        84     5          5          accept       reject        0.8868       1.7241       0.5175       2.0132      
289        92     54         54         accept       reject        1.9768       3.0346       1.4577       3.2720      
300        96     52         52         accept       reject        5.0414       4.0614       4.1409       5.3623      
304        86     10         10         accept       reject        0.0905       0.2995       0.0756       0.4650      
316        93     32         32         accept       reject        1.2867       2.0633       0.7576       2.9262      
327        91     14         14         accept       reject        0.0550       1.7971       0.0453       2.5498      
344        99     18         18         accept       reject        1.7925       1.7860       1.3805       2.9821      
403        91     10         10         accept       reject        0.0141       0.8435       -0.0057      1.2822      
422        88     65         65         accept       reject        0.6445       2.1106       0.4645       2.6727      
423        96     17         17         accept       reject        0.0801       0.5223       0.0445       0.6816      
471        97     38         38         accept       reject        0.0139       1.2051       -0.0050      1.6721      
502        90     35         35         accept       reject        2.3623       2.4483       1.6996       2.9759      
545        93     27         27         accept       reject        0.8712       1.6263       0.5916       2.1686      
610        98     0          0          accept       reject        2.7089       3.1530       2.3080       3.4480      
612        81     13         13         accept       reject        0.0217       0.5510       0.0092       0.6293      
639        84     13         5          accept       reject        2.8448       3.3336       1.9030       3.4128      
696        74     4          4          accept       reject        0.0181       1.5178       0.0080       1.7538      
700        77     42         42         accept       reject        0.3223       2.0711       0.2254       2.3714      
772        95     49         30         accept       reject        0.0102       0.9200       -0.0052      1.0870      
821        74     43         43         accept       reject        0.0125       1.5020       -0.0046      1.5445      
832        85     3          3          accept       reject        0.0131       0.9984       -0.0070      1.0737      
838        90     13         13         accept       reject        0.0923       0.8836       0.0615       1.4016      
855        98     23         23         accept       reject        6.8792       4.3590       4.4887       4.4747      
869        96     47         47         accept       reject        0.2254       1.0244       0.1935       1.2459      
879        84     12         12         accept       reject        0.0127       1.8714       0.0097       1.9779      
892        90     13         13         accept       reject        0.0522       0.9787       0.0234       1.0677      
897        97     19         19         accept       reject        0.0391       1.5206       0.0150       1.6627      
906        80     5          5          accept       reject        5.6206       3.4924       5.0080       5.1861      
948        87     22         22         accept       reject        0.2491       1.4086       0.1797       1.7592      
