================================================================================
ARE_TrueReject_CE_FalseAccept - WORST Mode - Rejection Rate 0.40 - TAIL
================================================================================

Total cases: 143

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
11         75     72         72         accept       reject        93.7899      85.7552      83.2540      99.6330     
123        92     70         70         accept       reject        76.1939      56.4478      68.9506      80.3724     
211        98     11         11         accept       reject        3.1654       6.0975       3.1645       8.1078      
273        83     0          0          accept       reject        3.1659       3.0155       3.1605       3.3469      
339        95     73         73         accept       reject        82.3180      88.7526      77.5402      92.9295     
411        96     47         47         accept       reject        3.1653       2.9038       3.1625       4.4913      
474        73     95         95         accept       reject        80.3718      62.8902      74.1584      74.3173     
526        95     73         73         accept       reject        101.0480     72.4111      89.6996      73.6061     
584        83     0          0          accept       reject        3.1659       3.0179       3.1615       3.2814      
603        80     16         16         accept       reject        3.1656       4.1141       3.1609       10.5364     
960        74     4          4          accept       reject        3.1651       3.6279       3.1632       8.2230      
1083       90     12         12         accept       reject        3.1644       10.2742      3.1616       15.7981     
1131       91     73         30         accept       reject        81.1473      48.2200      76.7231      58.4103     
1156       93     77         77         accept       reject        66.7020      56.3422      59.9339      70.9804     
1278       92     70         70         accept       reject        51.2756      59.4464      46.8111      69.5145     
1340       99     18         18         accept       reject        43.5149      34.7373      40.8750      62.6646     
1414       95     30         30         accept       reject        3.1658       3.0269       3.1628       3.2092      
1455       78     27         27         accept       reject        3.1659       27.8926      3.1605       29.5001     
1477       76     30         30         accept       reject        3.1654       2.7941       3.1615       7.3311      
1494       70     0          0          accept       reject        3.1659       2.9973       3.1607       4.2562      
1663       92     18         18         accept       reject        3.1611       2.8198       3.1609       4.0818      
1684       90     12         12         accept       reject        3.1636       3.0021       3.1614       3.2374      
1751       99     78         78         accept       reject        55.2299      42.8474      50.3561      50.4097     
1836       80     76         76         accept       reject        68.8244      45.2993      61.9473      50.6218     
1873       76     17         17         accept       reject        3.1659       2.8938       3.1612       6.6931      
1988       95     30         30         accept       reject        31.9807      21.5801      31.9206      31.3356     
2056       77     18         18         accept       reject        3.1647       7.9715       3.1619       13.0804     
2069       83     10         10         accept       reject        3.1655       5.2322       3.1630       12.0464     
2076       73     10         10         accept       reject        3.1659       2.9882       3.1606       4.3311      
2081       84     20         20         accept       reject        3.1644       8.3224       3.1623       11.2616     
2104       72     24         78         accept       reject        32.5456      51.2511      30.9470      54.9468     
2113       91     75         75         accept       reject        109.3859     97.4421      96.1409      97.5151     
2138       95     69         69         accept       reject        71.4185      47.4632      71.1064      85.8774     
2172       99     78         78         accept       reject        107.6138     87.7247      94.6610      103.7075    
2195       87     16         16         accept       reject        3.1659       23.8795      3.1615       27.7503     
2197       91     84         84         accept       reject        82.4697      72.7464      75.2255      83.9653     
2208       73     30         30         accept       reject        26.5603      21.1469      25.9551      43.6641     
2218       91     73         73         accept       reject        84.2429      68.8904      75.8661      83.1750     
2243       82     6          6          accept       reject        3.1656       2.9930       3.1619       4.4268      
2254       84     5          5          accept       reject        3.1659       2.9018       3.1612       4.5046      
