================================================================================
ARE_TrueAccept_CE_FalseReject - WORST Mode - Rejection Rate 0.30 - HEAD
================================================================================

Total cases: 254

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
93         21     21         21         reject       accept        2.5740       3.0401       2.6188       2.6256      
166        54     54         54         reject       accept        2.5491       3.0128       2.9135       2.8067      
182        22     22         22         reject       accept        2.5834       2.9747       2.5861       2.9631      
202        68     68         68         reject       accept        2.4894       2.9621       2.5744       2.8153      
249        39     39         39         reject       accept        2.2096       2.7694       2.5661       2.6608      
259        42     42         42         reject       accept        3.8356       37.2918      6.1070       36.8794     
267        1      1          1          reject       accept        2.5836       3.0374       2.5927       2.8627      
309        28     28         28         reject       accept        2.4003       2.9458       2.5742       2.5978      
365        10     10         10         reject       accept        2.4961       2.9580       2.5662       2.8818      
417        8      8          8          reject       accept        2.5162       2.9827       2.6584       2.6778      
532        8      8          8          reject       accept        2.5704       3.0378       3.0387       2.8939      
555        42     42         42         reject       accept        2.5658       3.0350       2.5664       2.6148      
556        62     62         62         reject       accept        2.5665       35.0932      3.0748       35.0624     
613        20     20         20         reject       accept        2.5823       3.0402       2.5946       2.7771      
615        48     48         48         reject       accept        2.5695       3.0241       2.5845       2.6817      
717        15     15         15         reject       accept        2.5119       2.9770       2.6017       2.8418      
745        41     41         41         reject       accept        2.5585       3.0178       2.5674       2.6944      
759        7      7          7          reject       accept        2.5702       2.9746       2.5717       2.6121      
867        68     68         68         reject       accept        2.3446       2.9005       2.5688       2.5967      
868        24     24         24         reject       accept        2.5596       3.0296       2.5663       2.5950      
890        36     36         36         reject       accept        2.3783       2.9365       2.5659       2.5931      
912        8      8          8          reject       accept        2.4632       2.9734       2.5659       2.6184      
922        37     37         37         reject       accept        2.5624       3.0206       2.5929       2.9970      
930        2      2          2          reject       accept        2.5072       2.9674       2.5657       2.8567      
942        62     62         62         reject       accept        2.5160       46.1207      3.3675       43.6056     
949        47     47         47         reject       accept        2.5841       3.0317       2.5944       2.7360      
964        6      6          6          reject       accept        2.5302       3.0161       2.5659       2.6085      
982        43     43         43         reject       accept        2.5683       3.0376       2.6132       2.6284      
1065       36     36         36         reject       accept        2.5690       2.9768       2.6016       2.6543      
1080       7      7          7          reject       accept        2.5718       3.0288       2.5939       2.8881      
1109       49     49         49         reject       accept        2.4951       2.9852       2.5756       2.6102      
1158       52     52         52         reject       accept        2.2399       2.7809       2.5673       2.6222      
1161       33     33         33         reject       accept        13.0625      47.4653      14.5306      44.6491     
1199       21     21         21         reject       accept        2.5535       2.9868       2.5668       2.7786      
1218       48     48         48         reject       accept        2.5821       3.0421       2.6234       2.6394      
1245       6      6          6          reject       accept        2.5636       3.0352       2.5657       2.5954      
1296       17     17         17         reject       accept        2.5249       2.9961       2.6604       2.9305      
1306       33     33         33         reject       accept        2.1491       2.7710       2.5657       2.6069      
1355       68     68         68         reject       accept        2.5541       3.0287       2.6029       2.6232      
1402       5      5          5          reject       accept        2.5583       3.0195       2.5662       2.8583      
1404       48     48         48         reject       accept        2.0764       2.7627       2.5939       2.6268      
1427       13     13         13         reject       accept        2.5652       3.0284       2.5810       2.7332      
1445       13     13         13         reject       accept        2.5760       3.0397       2.5778       2.6164      
1451       56     56         56         reject       accept        2.5801       3.0446       2.6020       2.6138      
1459       28     28         28         reject       accept        2.3126       2.8832       2.5657       2.6087      
1485       53     53         53         reject       accept        2.4834       2.9885       2.5678       2.5994      
1516       12     12         12         reject       accept        2.5649       2.9518       2.5674       2.8319      
1568       58     58         58         reject       accept        2.2024       2.8314       2.5658       2.6430      
1612       24     24         24         reject       accept        2.5607       3.0330       2.5658       2.6062      
1621       21     21         21         reject       accept        2.2845       2.8785       2.5657       2.5936      
