================================================================================
ARE_TrueAccept_CE_FalseReject - WORST Mode - Rejection Rate 0.10 - HEAD
================================================================================

Total cases: 47

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
50         4      4          4          reject       accept        0.0230       0.2627       0.0248       -0.0858     
112        27     27         27         reject       accept        1.5125       1.1160       1.6990       0.9299      
1094       8      8          8          reject       accept        0.0291       0.7248       0.0379       0.4698      
1253       64     64         64         reject       accept        0.0944       0.6863       0.1038       0.2512      
1354       23     23         23         reject       accept        0.1540       0.2569       0.1842       -0.0207     
1664       12     12         12         reject       accept        0.0291       3.8053       0.0307       2.1315      
2196       49     49         49         reject       accept        0.0493       0.6324       0.0590       0.2783      
2282       59     59         59         reject       accept        0.0889       4.0092       0.1126       3.4076      
2370       64     64         64         reject       accept        0.1673       1.2319       0.1774       0.6444      
2402       59     59         59         reject       accept        0.4265       1.9784       0.5280       1.0973      
2782       62     62         62         reject       accept        0.2876       5.8953       0.3726       4.0467      
2884       27     27         27         reject       accept        0.0683       0.5016       0.1060       0.4597      
2943       24     24         24         reject       accept        0.0206       0.2617       0.0369       -0.0457     
2952       11     11         11         reject       accept        0.0689       1.1559       0.0944       0.9701      
2970       32     32         32         reject       accept        0.2769       0.2120       0.2845       0.2113      
2994       16     16         16         reject       accept        0.0641       2.5496       0.0800       1.5332      
3246       37     37         37         reject       accept        0.0450       0.2827       0.0473       0.1709      
3281       6      6          6          reject       accept        1.9308       7.3909       2.3585       5.3233      
3392       49     49         49         reject       accept        0.0593       0.3136       0.0737       0.1352      
3403       56     56         56         reject       accept        0.2300       0.3192       0.2566       -0.0364     
3406       62     62         62         reject       accept        0.5236       2.1449       0.5676       1.8651      
3548       9      9          9          reject       accept        0.0222       0.3244       0.0299       -0.0862     
3581       57     57         57         reject       accept        0.3359       0.2218       0.3628       0.1160      
3718       38     38         38         reject       accept        0.0856       4.0524       0.1367       2.4773      
3859       38     38         38         reject       accept        0.0484       5.0329       0.0723       2.9502      
3902       67     67         67         reject       accept        0.2446       2.1188       0.3312       2.0064      
4083       59     59         59         reject       accept        0.3951       0.2319       0.4548       0.0512      
4321       22     22         22         reject       accept        0.0144       0.6055       0.0277       0.5884      
4434       13     13         13         reject       accept        0.0310       4.0391       0.0360       2.9186      
4531       14     14         14         reject       accept        0.4220       1.4190       0.6785       1.2721      
4614       24     24         24         reject       accept        0.5391       5.9277       0.6524       3.9045      
4708       9      9          9          reject       accept        0.3575       3.8409       0.3956       2.5168      
4719       12     12         12         reject       accept        0.1381       1.8130       0.1664       1.5112      
5177       36     36         36         reject       accept        0.0406       0.2651       0.0425       -0.1005     
5362       8      8          8          reject       accept        1.2651       2.8782       1.8175       2.6185      
5507       14     14         14         reject       accept        0.1704       0.3235       0.1737       -0.0145     
5658       62     62         62         reject       accept        0.3195       1.8495       0.5194       1.5627      
6134       39     39         39         reject       accept        0.8942       3.1490       1.3123       2.1757      
6549       18     18         18         reject       accept        0.1004       0.2346       0.1209       0.0455      
6586       33     33         33         reject       accept        0.0538       2.7900       0.0703       1.7311      
7205       27     27         27         reject       accept        0.0990       0.3098       0.1395       -0.0437     
7237       45     45         45         reject       accept        0.0322       0.4957       0.0412       0.3247      
7350       57     57         57         reject       accept        0.0618       0.3003       0.0862       -0.0651     
8758       26     26         26         reject       accept        0.1053       0.3181       0.1098       -0.0158     
8855       62     62         62         reject       accept        2.2644       1.5431       2.5957       1.3016      
9024       21     21         21         reject       accept        0.4858       0.3017       0.5529       0.0697      
9040       19     19         19         reject       accept        0.0269       1.3614       0.0396       0.9400      
