================================================================================
ARE_TrueReject_CE_FalseAccept - BALANCED Mode - Rejection Rate 0.30 - HEAD
================================================================================

Total cases: 622

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
3          51     16         16         accept       reject        1.1849       6.1115       1.1108       9.4500      
36         58     26         26         accept       reject        1.3087       0.9524       0.9665       1.1064      
47         58     13         13         accept       reject        1.3101       1.1763       0.9679       1.2842      
72         67     2          2          accept       reject        1.1000       0.8009       0.9681       1.2528      
84         29     1          1          accept       reject        1.3078       1.2229       0.9696       4.1876      
87         33     3          3          accept       reject        12.0698      8.9939       8.3428       12.5192     
104        43     29         29         accept       reject        1.2915       0.8468       0.9770       1.1145      
171        37     45         45         accept       reject        1.2138       1.2690       1.1803       2.5760      
186        40     2          2          accept       reject        1.2595       3.6447       0.9678       4.0765      
192        45     10         10         accept       reject        4.7350       4.6351       4.4543       9.6272      
197        63     42         42         accept       reject        1.2599       0.9525       0.9771       1.6983      
206        44     2          2          accept       reject        1.1293       0.6822       1.0688       1.2630      
218        16     9          9          accept       reject        1.2632       1.3413       0.9683       1.6199      
231        57     0          0          accept       reject        1.2098       0.8000       0.9718       0.8652      
236        32     11         11         accept       reject        2.8631       5.6450       2.7689       6.8942      
310        19     3          3          accept       reject        1.3006       2.5590       0.9673       3.1999      
314        43     3          3          accept       reject        1.3052       1.1379       0.9672       1.6677      
315        31     15         15         accept       reject        1.3148       1.5522       0.9668       1.5527      
333        62     7          7          accept       reject        1.2922       2.5297       1.2152       4.8705      
345        66     43         43         accept       reject        1.2321       1.5154       0.9668       2.2894      
359        66     42         42         accept       reject        8.2816       10.9259      6.4794       14.6087     
420        55     3          3          accept       reject        1.1542       0.9560       0.9736       1.3270      
444        26     6          6          accept       reject        1.3055       2.5513       0.9805       3.4947      
447        22     10         10         accept       reject        1.2433       2.6677       0.9829       3.7885      
448        55     4          4          accept       reject        1.3057       1.3398       0.9720       2.2982      
451        22     5          5          accept       reject        1.1339       0.6974       1.0145       1.4691      
472        14     65         65         accept       reject        17.4412      10.8968      11.4306      11.6318     
476        8      5          5          accept       reject        16.0834      11.2737      13.2972      18.0375     
504        2      11         11         accept       reject        1.2906       2.5613       0.9889       4.5780      
513        67     32         32         accept       reject        9.7363       6.4292       8.7664       17.1934     
521        46     14         14         accept       reject        1.1981       3.0422       0.9852       5.6753      
528        37     17         17         accept       reject        1.2095       1.3514       0.9833       2.1644      
533        33     9          9          accept       reject        1.3088       5.0303       1.0272       6.9683      
541        57     0          0          accept       reject        1.3129       3.9050       0.9893       4.2450      
543        27     42         42         accept       reject        1.1721       1.5385       1.1026       3.0677      
569        36     17         17         accept       reject        1.1077       2.2518       1.0057       5.2063      
572        1      10         10         accept       reject        1.3099       2.2227       0.9668       5.5212      
578        58     13         13         accept       reject        1.2687       7.6322       0.9861       8.6797      
593        56     6          6          accept       reject        1.2017       2.9513       1.0260       3.8077      
636        61     22         22         accept       reject        1.3042       0.9963       0.9666       1.4090      
688        37     49         49         accept       reject        1.3147       1.9708       0.9696       2.7310      
702        42     4          4          accept       reject        1.3111       0.9056       0.9961       1.7769      
709        29     72         72         accept       reject        20.2592      12.6720      15.4799      17.0967     
716        21     4          4          accept       reject        1.2542       1.2274       0.9893       1.2346      
764        55     4          4          accept       reject        1.2468       3.4122       1.0129       4.2644      
781        64     3          3          accept       reject        1.3151       1.0271       0.9665       1.0434      
782        31     34         34         accept       reject        1.1551       1.2956       0.9668       2.8433      
796        58     13         13         accept       reject        1.0769       4.0221       1.0105       4.7784      
825        54     2          2          accept       reject        1.3019       1.0730       0.9705       2.6298      
826        62     83         83         accept       reject        29.6887      23.5811      25.3836      26.9327     
829        25     5          5          accept       reject        1.3051       1.2494       0.9681       1.2651      
839        39     5          5          accept       reject        1.3109       0.9940       0.9686       1.2719      
847        53     21         21         accept       reject        1.2845       3.0540       1.0773       3.3977      
875        14     42         42         accept       reject        8.8018       6.9289       6.5138       7.0922      
899        55     51         51         accept       reject        1.3119       6.6208       0.9699       8.9561      
902        15     34         34         accept       reject        1.1831       0.8155       0.9670       1.0433      
919        21     4          4          accept       reject        1.0040       1.2392       0.9689       1.5801      
955        35     5          5          accept       reject        1.1999       1.0203       1.0081       1.5294      
986        66     19         19         accept       reject        1.2493       1.3421       1.1306       3.4923      
1003       40     7          7          accept       reject        1.3113       2.0032       1.0189       3.8434      
1038       55     4          95         accept       reject        17.3504      22.2749      12.2088      22.3294     
1049       26     1          1          accept       reject        1.3081       3.8649       1.0871       7.1859      
1084       42     4          4          accept       reject        1.3149       0.9045       0.9683       0.9075      
1118       55     22         22         accept       reject        1.2828       0.9889       0.9701       2.1026      
1138       51     0          62         accept       reject        15.2039      8.9119       12.6383      13.9758     
1154       64     19         19         accept       reject        1.2147       0.7830       0.9698       1.3705      
1163       22     25         25         accept       reject        5.2260       2.8408       4.3234       3.0670      
1172       16     10         10         accept       reject        1.2825       1.6259       0.9679       3.5375      
1185       49     30         30         accept       reject        4.5573       7.3854       3.7375       8.3058      
1204       57     2          2          accept       reject        1.3125       0.8087       0.9665       0.8973      
1226       31     12         12         accept       reject        1.1320       0.9047       0.9670       1.8083      
1230       64     4          4          accept       reject        1.3086       1.3866       1.0515       1.5381      
1239       41     2          2          accept       reject        1.3092       6.9012       0.9672       7.3513      
1240       38     7          7          accept       reject        1.1764       4.2309       0.9668       4.9527      
1287       35     11         11         accept       reject        1.2793       1.8109       0.9666       2.4547      
1313       66     51         51         accept       reject        18.1857      11.0663      13.2869      13.0475     
1319       49     23         23         accept       reject        13.0683      8.6387       10.1140      15.5579     
1325       6      7          7          accept       reject        1.3058       1.1229       0.9826       2.4872      
1337       63     10         10         accept       reject        1.0047       1.5041       0.9687       2.4525      
1346       59     3          3          accept       reject        1.3055       1.0683       0.9668       2.5824      
1352       33     27         27         accept       reject        1.3034       1.0145       0.9792       2.5470      
1353       65     77         67         accept       reject        22.1997      11.7152      15.2127      12.9612     
1359       65     36         36         accept       reject        1.3046       0.8856       0.9716       0.9749      
1375       50     32         32         accept       reject        1.2708       1.0100       1.0459       1.2442      
1377       44     27         27         accept       reject        4.1632       10.8010      3.4430       10.9862     
1381       37     12         12         accept       reject        4.7413       9.7899       4.5294       12.3168     
1382       8      9          9          accept       reject        1.1461       1.7609       0.9895       2.7589      
1443       27     18         18         accept       reject        1.1874       1.8951       0.9843       3.7482      
1453       29     1          1          accept       reject        1.3090       1.2907       1.0328       2.7604      
1463       48     26         26         accept       reject        1.2041       2.7837       0.9800       2.7994      
1466       55     73         30         accept       reject        29.2729      16.1967      20.8996      17.7447     
1492       61     10         10         accept       reject        1.3038       0.9030       0.9676       1.4568      
1493       31     4          4          accept       reject        1.3150       1.0932       0.9665       1.8632      
1496       3      55         55         accept       reject        5.1201       5.5961       4.2588       6.6233      
1502       64     3          3          accept       reject        1.3113       2.0425       0.9682       2.6791      
1512       7      24         24         accept       reject        1.3082       1.9227       1.0042       4.1303      
1527       45     6          6          accept       reject        1.2249       1.2571       0.9810       4.3830      
1536       62     92         70         accept       reject        23.6981      17.9651      21.4997      24.2654     
1549       44     45         45         accept       reject        1.2431       3.3030       1.0000       4.7836      
1550       16     0          0          accept       reject        1.2483       7.2836       1.0164       9.2698      
1570       42     51         51         accept       reject        1.1638       1.9449       1.1172       4.2416      
1603       27     5          5          accept       reject        2.9630       5.3714       2.9312       10.0798     
1629       40     51         51         accept       reject        1.1671       6.2462       1.1112       7.0413      
1632       65     4          4          accept       reject        1.2783       1.4038       0.9674       2.6814      
1676       43     0          0          accept       reject        9.6532       6.6571       7.0958       10.2118     
1698       34     42         42         accept       reject        7.2314       5.3293       5.4582       5.3354      
1705       44     1          1          accept       reject        1.3126       2.1843       0.9677       3.9912      
1760       51     14         14         accept       reject        1.2111       2.1898       1.1039       3.0449      
1764       54     29         29         accept       reject        7.3934       7.0704       5.9788       8.5977      
1767       14     18         18         accept       reject        1.2497       1.3211       0.9693       5.0067      
1792       20     5          5          accept       reject        1.1877       1.6973       0.9677       1.7115      
1812       48     26         26         accept       reject        1.2598       2.8123       1.0085       3.1622      
1817       33     19         19         accept       reject        1.3050       2.1635       0.9717       2.5760      
1832       49     32         32         accept       reject        1.2945       0.8125       0.9715       0.9535      
1865       10     2          2          accept       reject        1.1764       1.2683       1.0118       1.4252      
1913       58     13         13         accept       reject        8.9942       15.9246      6.7521       17.8081     
1914       4      18         3          accept       reject        4.9578       3.3298       4.5054       4.7180      
1919       26     24         24         accept       reject        1.0084       3.2099       0.9837       3.6553      
1924       65     20         20         accept       reject        1.1802       2.4818       1.0166       4.9923      
1929       65     3          3          accept       reject        3.1782       2.4979       2.8856       3.8748      
1930       22     28         28         accept       reject        13.4880      10.3397      9.0967       16.0116     
1934       4      27         27         accept       reject        1.2750       1.1815       1.1268       1.1902      
1940       64     3          3          accept       reject        1.3147       1.0578       0.9666       1.8973      
1954       30     4          4          accept       reject        1.2729       3.3838       1.0156       4.1682      
1957       21     3          3          accept       reject        1.2932       0.9348       0.9669       1.1102      
1960       67     15         15         accept       reject        3.6307       6.8523       3.1443       9.5711      
1983       2      1          1          accept       reject        1.3126       3.3224       0.9678       6.4820      
2005       51     27         27         accept       reject        16.4445      12.4450      12.2327      13.5440     
2071       41     2          2          accept       reject        1.2624       5.1018       1.0044       6.1730      
2106       41     16         16         accept       reject        1.1564       1.2060       0.9865       1.2156      
2109       10     9          9          accept       reject        1.3147       0.8857       0.9683       1.3779      
2127       50     2          2          accept       reject        1.2926       1.1485       0.9669       2.5237      
2170       11     35         35         accept       reject        3.4894       2.3745       3.0337       5.3385      
2175       53     0          0          accept       reject        1.1863       4.8916       1.1513       6.9704      
2194       2      6          6          accept       reject        1.2974       3.8864       0.9683       4.4414      
2205       66     3          3          accept       reject        1.3108       1.2401       0.9666       1.3265      
2265       66     18         18         accept       reject        9.5868       12.1625      6.6378       12.6477     
2275       55     24         24         accept       reject        8.1561       11.1672      6.7852       12.5516     
2299       12     33         33         accept       reject        1.2532       2.6663       0.9931       3.4005      
2309       14     3          3          accept       reject        1.1696       1.1905       0.9850       1.5743      
2334       45     16         16         accept       reject        1.2455       2.1628       0.9855       4.7738      
2351       25     5          5          accept       reject        1.0426       3.0335       1.0056       7.0494      
