================================================================================
ARE_TrueAccept_CE_FalseReject - WORST Mode - Rejection Rate 0.40 - HEAD
================================================================================

Total cases: 370

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
93         21     21         21         reject       accept        3.1526       3.0401       3.2120       2.6256      
111        20     20         20         reject       accept        3.1570       3.0426       3.1612       2.6065      
138        52     52         52         reject       accept        3.1591       3.0234       3.1605       2.6170      
166        54     54         54         reject       accept        3.1221       3.0128       3.4978       2.8067      
182        22     22         22         reject       accept        3.1641       2.9747       3.1803       2.9631      
202        68     68         68         reject       accept        3.0490       2.9621       3.1689       2.8153      
249        39     39         39         reject       accept        2.7062       2.7694       3.1609       2.6608      
259        42     42         42         reject       accept        4.0073       37.2918      6.5950       36.8794     
267        1      1          1          reject       accept        3.1643       3.0374       3.1867       2.8627      
309        28     28         28         reject       accept        2.9399       2.9458       3.1688       2.5978      
312        41     41         41         reject       accept        3.1651       3.0450       3.1669       2.6504      
342        68     68         68         reject       accept        3.1561       2.9499       3.1625       2.6891      
365        10     10         10         reject       accept        3.0572       2.9580       3.1609       2.8818      
407        16     16         16         reject       accept        3.1654       3.0172       3.1728       2.6388      
417        8      8          8          reject       accept        3.0818       2.9827       3.2504       2.6778      
438        36     36         36         reject       accept        3.1593       2.8966       3.1606       2.6440      
532        8      8          8          reject       accept        3.1482       3.0378       3.6193       2.8939      
555        42     42         42         reject       accept        3.1425       3.0350       3.1611       2.6148      
556        62     62         62         reject       accept        3.1434       35.0932      3.6543       35.0624     
613        20     20         20         reject       accept        3.1627       3.0402       3.1885       2.7771      
615        48     48         48         reject       accept        3.1470       3.0241       3.1787       2.6817      
637        32     32         32         reject       accept        3.1607       3.0450       3.1611       2.5944      
717        15     15         15         reject       accept        3.0766       2.9770       3.1954       2.8418      
745        41     41         41         reject       accept        3.1336       3.0178       3.1622       2.6944      
759        7      7          7          reject       accept        3.1479       2.9746       3.1663       2.6121      
768        54     54         54         reject       accept        3.1592       3.0433       3.1617       2.6219      
867        68     68         68         reject       accept        2.8716       2.9005       3.1636       2.5967      
868        24     24         24         reject       accept        3.1350       3.0296       3.1611       2.5950      
890        36     36         36         reject       accept        2.9129       2.9365       3.1607       2.5931      
912        8      8          8          reject       accept        3.0169       2.9734       3.1607       2.6184      
922        37     37         37         reject       accept        3.1384       3.0206       3.1869       2.9970      
930        2      2          2          reject       accept        3.0708       2.9674       3.1605       2.8567      
942        62     62         62         reject       accept        3.0816       46.1207      3.9381       43.6056     
949        47     47         47         reject       accept        3.1649       3.0317       3.1883       2.7360      
964        6      6          6          reject       accept        3.0990       3.0161       3.1607       2.6085      
982        43     43         43         reject       accept        3.1457       3.0376       3.2066       2.6284      
993        37     37         37         reject       accept        3.1613       3.0358       3.1628       2.7696      
998        53     53         53         reject       accept        3.1642       3.0464       3.1645       2.5991      
1065       36     36         36         reject       accept        3.1465       2.9768       3.1953       2.6543      
1080       7      7          7          reject       accept        3.1499       3.0288       3.1878       2.8881      
1109       49     49         49         reject       accept        3.0559       2.9852       3.1701       2.6102      
1144       52     52         52         reject       accept        3.1614       2.9985       3.1630       2.7236      
1158       52     52         52         reject       accept        2.7434       2.7809       3.1620       2.6222      
1161       33     33         33         reject       accept        13.6470      47.4653      14.7645      44.6491     
1173       2      2          2          reject       accept        3.1547       3.0411       3.1605       2.6040      
1199       21     21         21         reject       accept        3.1275       2.9868       3.1615       2.7786      
1218       48     48         48         reject       accept        3.1626       3.0421       3.2165       2.6394      
1234       38     38         38         reject       accept        3.1613       2.8308       3.1641       2.6206      
1244       24     24         24         reject       accept        3.1487       2.9091       3.1605       2.6194      
1245       6      6          6          reject       accept        3.1399       3.0352       3.1605       2.5954      
1296       17     17         17         reject       accept        3.0924       2.9961       3.2523       2.9305      
1306       33     33         33         reject       accept        2.6322       2.7710       3.1605       2.6069      
