================================================================================
ARE_TrueReject_CE_FalseAccept - BALANCED Mode - Rejection Rate 0.40 - HEAD
================================================================================

Total cases: 578

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
36         58     26         26         accept       reject        1.4652       1.0695       1.2747       1.5275      
37         11     35         35         accept       reject        1.4077       1.2094       1.2790       1.3131      
47         58     13         13         accept       reject        1.4667       1.3209       1.2763       1.7561      
84         29     1          1          accept       reject        1.4642       1.4476       1.2783       5.4902      
87         33     3          3          accept       reject        14.0869      10.6468      9.8010       16.2053     
104        43     29         29         accept       reject        1.4459       0.9509       1.2868       1.5379      
156        58     13         13         accept       reject        1.4717       1.3066       1.2779       1.3462      
186        40     2          2          accept       reject        1.4100       4.3145       1.2761       5.3472      
192        45     10         10         accept       reject        5.5264       5.4869       5.3063       12.4859     
197        63     42         42         accept       reject        1.4105       1.1275       1.2870       2.2887      
218        16     9          9          accept       reject        1.4143       1.5877       1.2767       2.1879      
221        27     68         68         accept       reject        1.4370       1.0536       1.2864       1.3061      
231        57     0          0          accept       reject        1.3544       0.9052       1.2808       1.2172      
275        18     1          1          accept       reject        1.4705       1.4612       1.2922       1.5288      
310        19     3          3          accept       reject        1.4561       3.0293       1.2756       4.2199      
314        43     3          3          accept       reject        1.4612       1.2777       1.2755       2.2494      
315        31     15         15         accept       reject        1.4720       1.8375       1.2750       2.1014      
345        66     43         43         accept       reject        1.3795       1.7939       1.2750       3.0489      
359        66     42         42         accept       reject        9.6656       12.9339      7.6471       18.8926     
360        64     4          4          accept       reject        1.4711       0.9517       1.2752       1.0747      
420        55     3          3          accept       reject        1.2922       1.1317       1.2829       1.8112      
444        26     6          6          accept       reject        1.4616       3.0202       1.2908       4.5990      
447        22     10         10         accept       reject        1.3919       3.1580       1.2936       4.9768      
448        55     4          4          accept       reject        1.4618       1.5860       1.2811       3.0602      
463        2      11         11         accept       reject        1.4645       1.2610       1.2754       1.3336      
472        14     65         65         accept       reject        20.3559      12.8994      13.3702      15.0640     
476        8      5          5          accept       reject        18.7712      13.3456      15.5279      23.3023     
504        2      11         11         accept       reject        1.4449       3.0320       1.3005       5.9923      
513        67     32         32         accept       reject        11.3635      7.6107       10.2907      22.2166     
521        46     14         14         accept       reject        1.3414       3.6012       1.2963       7.4034      
528        37     17         17         accept       reject        1.3542       1.5998       1.2941       2.8881      
533        33     9          9          accept       reject        1.4653       5.9548       1.3449       9.0663      
541        57     0          0          accept       reject        1.4698       4.6227       1.3011       5.5639      
572        1      10         10         accept       reject        1.4665       2.6311       1.2751       7.2053      
578        58     13         13         accept       reject        1.4204       9.0348       1.2973       11.2673     
593        56     6          6          accept       reject        1.3454       3.4937       1.3435       5.0016      
636        61     22         22         accept       reject        1.4601       1.1794       1.2747       1.9166      
688        37     49         49         accept       reject        1.4719       2.3330       1.2782       3.6169      
702        42     4          4          accept       reject        1.4679       1.0721       1.3089       2.3898      
709        29     72         72         accept       reject        23.6449      15.0007      18.0509      22.0922     
716        21     4          4          accept       reject        1.4042       1.3782       1.3010       1.6923      
744        61     10         10         accept       reject        1.3298       1.4607       1.2761       1.6386      
764        55     4          4          accept       reject        1.3959       4.0393       1.3283       5.5889      
781        64     3          3          accept       reject        1.4723       1.1533       1.2747       1.4465      
782        31     34         34         accept       reject        1.2932       1.5337       1.2751       3.7612      
825        54     2          2          accept       reject        1.4575       1.2049       1.2793       3.4867      
826        62     83         83         accept       reject        34.6502      27.9148      29.4987      34.7421     
829        25     5          5          accept       reject        1.4612       1.4029       1.2765       1.7315      
839        39     5          5          accept       reject        1.4677       1.1161       1.2771       1.7403      
847        53     21         21         accept       reject        1.4381       3.6153       1.4027       4.4742      
872        63     6          6          accept       reject        1.4204       2.6203       1.3344       2.7705      
875        14     42         42         accept       reject        10.2728      8.2022       7.6869       9.2257      
899        55     51         51         accept       reject        1.4688       7.8375       1.2786       11.6228     
902        15     34         34         accept       reject        1.3246       0.9157       1.2753       1.4464      
918        45     7          7          accept       reject        1.4086       4.0339       1.2871       4.0781      
929        52     4          4          accept       reject        1.4722       2.7421       1.2748       2.7977      
955        35     5          5          accept       reject        1.3433       1.2078       1.3227       2.0715      
1003       40     7          7          accept       reject        1.4681       2.3713       1.3353       5.0475      
1038       55     4          95         accept       reject        20.2499      26.3685      14.2698      28.8219     
1049       26     1          1          accept       reject        1.4645       4.5752       1.4141       9.3462      
1073       25     20         20         accept       reject        1.4490       4.2352       1.2754       4.2994      
1084       42     4          4          accept       reject        1.4721       1.0156       1.2768       1.2717      
1118       55     22         22         accept       reject        1.4362       1.1706       1.2788       2.8086      
1121       25     33         33         accept       reject        1.4262       2.2796       1.3946       2.5006      
1135       9      69         69         accept       reject        24.0104      19.4843      15.4811      19.7475     
1138       51     0          62         accept       reject        17.7448      10.5497      14.7663      18.0786     
1154       64     19         19         accept       reject        1.3599       0.8793       1.2785       1.8671      
1163       22     25         25         accept       reject        6.0994       3.3629       5.1549       4.0490      
1172       16     10         10         accept       reject        1.4358       1.9247       1.2762       4.6541      
1185       49     30         30         accept       reject        5.3189       8.7426       4.4777       10.7865     
1189       38     44         44         accept       reject        1.4330       7.2423       1.3138       7.7826      
1204       57     2          2          accept       reject        1.4694       0.9081       1.2747       1.2585      
1230       64     4          4          accept       reject        1.4651       1.6414       1.3729       2.0827      
1239       41     2          2          accept       reject        1.4658       8.1695       1.2755       9.5589      
1240       38     7          7          accept       reject        1.3170       5.0085       1.2750       6.4741      
1287       35     11         11         accept       reject        1.4323       2.1437       1.2748       3.2615      
1313       66     51         51         accept       reject        21.2248      13.1000      15.5160      16.8847     
1319       49     23         23         accept       reject        15.2522      10.2262      11.8484      20.1132     
1325       6      7          7          accept       reject        1.4619       1.3293       1.2933       3.3033      
1346       59     3          3          accept       reject        1.4617       1.2646       1.2751       3.4257      
1352       33     27         27         accept       reject        1.4593       1.1392       1.2893       3.3801      
1353       65     77         67         accept       reject        25.9097      13.8682      17.7420      16.7737     
1359       65     36         36         accept       reject        1.4606       0.9944       1.2806       1.3583      
1375       50     32         32         accept       reject        1.4227       1.1957       1.3664       1.7046      
1377       44     27         27         accept       reject        4.8589       12.7859      4.1373       14.2336     
1381       37     12         12         accept       reject        5.5336       11.5890      5.3930       15.9449     
1384       52     7          7          accept       reject        1.4041       10.6755      1.3716       11.1760     
1443       27     18         18         accept       reject        1.3293       2.2433       1.2953       4.9250      
1453       29     1          1          accept       reject        1.4655       1.5279       1.3513       3.6546      
1463       48     26         26         accept       reject        1.3481       3.2953       1.2902       3.7048      
1466       55     73         30         accept       reject        34.1649      19.1733      24.3156      22.9257     
1492       61     10         10         accept       reject        1.4597       1.0140       1.2759       1.9781      
1493       31     4          4          accept       reject        1.4722       1.2275       1.2747       2.5008      
1496       3      55         55         accept       reject        5.9757       6.6246       5.0803       8.6226      
1502       64     3          3          accept       reject        1.4681       2.4179       1.2767       3.5501      
1512       7      24         24         accept       reject        1.4646       2.2761       1.3182       5.4164      
1527       45     6          6          accept       reject        1.3714       1.4881       1.2915       5.7414      
1536       62     92         70         accept       reject        27.6584      21.2667      25.0092      31.3118     
1549       44     45         45         accept       reject        1.3917       3.9100       1.3134       6.2566      
1550       16     0          0          accept       reject        1.3976       8.6221       1.3324       12.0263     
1559       43     66         66         accept       reject        1.4231       2.9043       1.3071       3.2550      
1632       65     4          4          accept       reject        1.4312       1.6618       1.2758       3.5531      
1642       39     5          5          accept       reject        1.4712       2.7710       1.2861       2.8600      
1676       43     0          0          accept       reject        11.2665      7.8805       8.3597       13.2378     
1677       57     0          0          accept       reject        1.4714       1.9583       1.2768       1.9868      
1698       34     42         42         accept       reject        8.4399       6.3087       6.4666       6.9663      
1705       44     1          1          accept       reject        1.4696       2.5857       1.2760       5.2375      
1728       27     18         18         accept       reject        1.4637       1.3392       1.4112       1.6032      
1764       54     29         29         accept       reject        8.6290       8.3697       7.0685       11.1619     
1767       14     18         18         accept       reject        1.3991       1.5639       1.2779       6.5436      
1768       26     67         67         accept       reject        17.6317      12.8649      12.0107      13.8333     
1792       20     5          5          accept       reject        1.3297       2.0092       1.2760       2.3056      
1812       48     26         26         accept       reject        1.4105       3.3291       1.3232       4.1714      
1817       33     19         19         accept       reject        1.4611       2.5611       1.2806       3.4175      
1832       49     32         32         accept       reject        1.4493       0.9123       1.2804       1.3309      
1841       64     4          4          accept       reject        1.4699       2.5403       1.2909       2.5931      
1848       46     11         11         accept       reject        1.4710       1.4115       1.2862       1.5612      
1868       36     3          3          accept       reject        1.4626       0.7819       1.2873       0.8540      
1913       58     13         13         accept       reject        10.4972      18.8511      7.9624       23.0072     
1914       4      18         3          accept       reject        5.7864       3.9418       5.3653       6.1723      
1926       43     38         38         accept       reject        1.4409       0.9936       1.3538       1.1475      
1929       65     3          3          accept       reject        3.7094       2.9569       3.4930       5.0879      
1930       22     28         28         accept       reject        15.7421      12.2398      10.6724      20.6968     
1940       64     3          3          accept       reject        1.4719       1.1877       1.2748       2.5446      
1954       30     4          4          accept       reject        1.4251       4.0057       1.3314       5.4652      
1957       21     3          3          accept       reject        1.4479       1.1066       1.2751       1.5323      
1960       67     15         15         accept       reject        4.2375       8.1116       3.7921       12.4138     
1983       2      1          1          accept       reject        1.4695       3.9330       1.2762       8.4409      
2005       51     27         27         accept       reject        19.1927      14.7321      14.2974      17.5232     
2010       63     32         32         accept       reject        1.4695       1.3262       1.2749       1.4222      
2071       41     2          2          accept       reject        1.4134       6.0393       1.3184       8.0436      
