================================================================================
ARE_TrueReject_CE_FalseAccept - WORST Mode - Rejection Rate 0.70 - HEAD
================================================================================

Total cases: 322

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
41         24     9          9          accept       reject        13.4553      19.2735      12.8078      22.0479     
70         66     8          8          accept       reject        3.7243       1.7722       3.5206       4.3126      
74         32     76         76         accept       reject        100.8079     60.8540      89.9630      63.5870     
87         33     3          3          accept       reject        23.6322      13.7880      21.9286      27.7752     
146        25     13         13         accept       reject        4.3519       18.9179      4.0932       20.2254     
236        32     11         11         accept       reject        5.6057       8.6540       5.4836       15.7166     
276        67     30         30         accept       reject        7.2739       9.7241       7.0739       11.5326     
285        66     43         97         accept       reject        18.5414      28.7602      16.9919      31.6113     
379        11     79         79         accept       reject        47.1584      39.0858      44.1852      45.2974     
472        14     65         65         accept       reject        34.1492      16.7053      31.0387      25.8728     
488        67     32         73         accept       reject        32.7242      36.9554      29.5249      44.9506     
525        46     11         11         accept       reject        0.1662       1.3473       0.1660       2.3226      
539        53     6          6          accept       reject        3.5347       12.8432      3.3575       16.6772     
673        6      4          4          accept       reject        0.1664       1.8175       0.1659       2.5694      
781        64     3          3          accept       reject        0.1665       1.4447       0.1658       3.1742      
803        58     89         89         accept       reject        73.3922      50.0028      65.6230      51.1289     
854        45     2          2          accept       reject        17.7596      28.8715      16.3673      29.1053     
875        14     42         42         accept       reject        17.2336      10.6223      16.5323      16.1412     
903        16     11         86         accept       reject        32.4133      27.4043      32.1198      31.7474     
914        59     52         52         accept       reject        0.1665       1.7231       0.1659       1.9951      
929        52     4          4          accept       reject        0.1665       3.5511       0.1661       5.4265      
974        36     69         69         accept       reject        68.7559      35.5164      61.5309      38.8401     
1022       36     4          4          accept       reject        0.1665       1.8176       0.1661       1.9512      
1038       55     4          95         accept       reject        33.9713      34.1484      33.3347      48.8055     
1071       55     4          4          accept       reject        0.1664       1.7785       0.1659       2.4283      
1135       9      69         69         accept       reject        40.2800      25.2331      36.4266      33.6796     
1155       58     13         13         accept       reject        0.1664       1.1349       0.1663       1.6040      
1163       22     25         25         accept       reject        10.2323      4.3551       10.0698      7.5123      
1185       49     30         30         accept       reject        8.9230       11.3221      8.3414       18.7427     
1202       55     3          3          accept       reject        0.1665       1.8416       0.1662       2.0558      
1204       57     2          2          accept       reject        0.1662       1.1376       0.1658       2.8608      
1238       11     35         2          accept       reject        4.9931       4.2433       4.6495       6.0355      
1294       35     11         11         accept       reject        0.1659       1.5653       0.1659       2.2409      
1303       45     6          6          accept       reject        4.7679       3.6589       4.6744       5.0235      
1309       18     79         6          accept       reject        48.4755      23.7703      43.7259      23.9831     
1334       38     34         29         accept       reject        2.1114       1.8229       2.0523       4.9125      
