================================================================================
ARE_TrueReject_CE_FalseAccept - BALANCED Mode - Rejection Rate 0.10 - HEAD
================================================================================

Total cases: 454

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
3          51     16         16         accept       reject        1.0034       4.5480       0.4775       4.9013      
23         29     12         12         accept       reject        0.8827       1.2433       0.6642       3.4989      
38         25     2          2          accept       reject        0.7341       0.6340       0.3696       1.6709      
62         15     19         19         accept       reject        0.8266       0.5672       0.4389       1.3589      
84         29     1          1          accept       reject        1.1076       0.9100       0.3705       2.1204      
134        33     3          42         accept       reject        0.6790       0.3824       0.3740       0.6414      
155        66     50         50         accept       reject        0.5652       4.4044       0.4906       4.8001      
171        37     45         45         accept       reject        1.0280       0.9443       0.5302       1.2688      
192        45     10         10         accept       reject        3.5403       3.4493       3.0125       4.9950      
197        63     42         42         accept       reject        1.0670       0.7213       0.3762       0.8049      
206        44     2          2          accept       reject        0.9564       0.5626       0.4457       0.5749      
322        32     11         11         accept       reject        0.9325       1.3009       0.6312       3.4157      
329        7      14         14         accept       reject        0.7757       0.5970       0.4228       0.9158      
333        62     7          7          accept       reject        1.0943       1.8825       0.5567       2.4813      
349        10     22         25         accept       reject        0.5519       0.7835       0.3766       0.8272      
386        29     15         15         accept       reject        0.7695       1.3395       0.4100       2.6626      
415        66     42         42         accept       reject        0.8023       1.0820       0.5626       2.3324      
448        55     4          4          accept       reject        1.1058       0.9970       0.3723       1.1219      
451        22     5          5          accept       reject        0.9603       0.5190       0.4045       0.6838      
476        8      5          5          accept       reject        12.0253      8.3896       9.7170       9.4395      
504        2      11         11         accept       reject        1.0930       1.9061       0.3851       2.3267      
513        67     32         32         accept       reject        7.2797       4.7844       6.2818       8.9934      
521        46     14         14         accept       reject        1.0147       2.2639       0.3823       2.9066      
528        37     17         17         accept       reject        1.0243       1.0057       0.3808       1.0512      
535        6      7          7          accept       reject        0.9631       2.2115       0.8676       2.3161      
543        27     42         42         accept       reject        0.9927       1.1449       0.4713       1.5286      
569        36     17         17         accept       reject        0.9381       1.6758       0.3978       2.6588      
572        1      10         10         accept       reject        1.1093       1.6540       0.3684       2.8252      
576        65     6          64         accept       reject        1.9687       4.1322       1.7565       4.1804      
617        33     51         51         accept       reject        0.6280       1.2729       0.5701       2.1400      
702        42     4          4          accept       reject        1.1104       0.6740       0.3906       0.8465      
782        31     34         34         accept       reject        0.9782       0.9642       0.3684       1.4100      
791        33     3          3          accept       reject        0.9305       2.2011       0.6047       2.2445      
824        32     5          67         accept       reject        2.0400       2.0589       1.7351       2.1657      
825        54     2          2          accept       reject        1.1025       0.8849       0.3711       1.2972      
846        32     46         46         accept       reject        0.7213       0.7435       0.4141       0.8278      
860        67     26         26         accept       reject        0.8386       2.4721       0.5317       3.2467      
870        22     12         12         accept       reject        0.9199       1.0138       0.4814       3.0539      
915        15     11         11         accept       reject        0.6454       2.3605       0.4726       2.8884      
986        66     19         19         accept       reject        1.0580       0.9988       0.4925       1.7530      
1003       40     7          7          accept       reject        1.1105       1.4907       0.4079       1.9385      
1049       26     1          1          accept       reject        1.1078       2.8762       0.4596       3.7049      
1052       39     4          67         accept       reject        1.9736       3.0303       1.8661       3.4608      
1090       29     11         11         accept       reject        0.8675       1.2644       0.7538       2.9320      
1118       55     22         22         accept       reject        1.0864       0.7359       0.3708       1.0186      
1138       51     0          62         accept       reject        11.3677      6.6320       9.2174       7.2931      
1165       44     10         10         accept       reject        0.6943       1.6216       0.3882       2.5500      
1172       16     10         10         accept       reject        1.0861       1.2100       0.3691       1.7769      
1226       31     12         12         accept       reject        0.9587       0.7461       0.3685       0.8630      
1273       51     50         50         accept       reject        0.8518       0.6097       0.7037       0.9332      
1297       64     4          4          accept       reject        0.9445       1.5770       0.6208       1.6301      
1319       49     23         23         accept       reject        9.7710       6.4287       7.3035       8.1291      
1325       6      7          7          accept       reject        1.1059       0.8514       0.3803       1.2218      
1336       38     50         50         accept       reject        0.5832       4.2398       0.4455       4.3959      
1337       63     10         10         accept       reject        0.8509       1.1193       0.3698       1.2035      
1346       59     3          3          accept       reject        1.1057       0.7950       0.3684       1.2721      
1352       33     27         27         accept       reject        1.1039       0.8367       0.3777       1.2534      
1382       8      9          9          accept       reject        0.9706       1.3104       0.3855       1.3654      
1386       44     18         18         accept       reject        1.0062       1.8113       0.7240       2.3111      
1408       8      48         48         accept       reject        0.5922       0.6839       0.4920       0.7607      
1418       44     9          9          accept       reject        0.8732       1.0396       0.5377       1.3488      
1443       27     18         18         accept       reject        1.0056       1.4102       0.3816       1.8882      
1453       29     1          1          accept       reject        1.1086       0.9605       0.4184       1.3662      
1484       51     0          0          accept       reject        1.0044       1.9063       0.5788       2.3405      
1500       50     40         40         accept       reject        1.2802       1.8320       1.1510       3.5534      
1512       7      24         24         accept       reject        1.1079       1.4308       0.3967       2.0901      
1527       45     6          6          accept       reject        1.0374       0.9355       0.3791       2.2237      
1543       65     38         38         accept       reject        0.7435       1.6448       0.5783       2.4655      
1553       49     30         30         accept       reject        0.9232       1.2892       0.8821       1.7997      
1570       42     51         51         accept       reject        0.9856       1.4473       0.4824       2.1489      
1603       27     5          5          accept       reject        2.2154       3.9973       1.8577       5.2342      
1618       67     32         32         accept       reject        0.6865       0.7980       0.3941       0.8465      
1632       65     4          4          accept       reject        1.0826       1.0447       0.3688       1.3245      
1656       45     16         16         accept       reject        0.8123       0.8532       0.3823       1.4973      
1676       43     0          0          accept       reject        7.2176       4.9540       5.0152       5.3040      
1682       46     20         20         accept       reject        0.8475       1.7448       0.4887       2.7119      
1701       61     22         22         accept       reject        0.5377       0.9134       0.3994       0.9690      
1705       44     1          1          accept       reject        1.1116       1.6255       0.3690       2.0166      
1726       62     1          7          accept       reject        1.1216       1.3205       1.1096       1.5448      
1754       3      31         31         accept       reject        0.6253       0.7093       0.3696       0.9690      
1767       14     18         18         accept       reject        1.0583       0.9832       0.3703       2.5533      
1794       55     4          4          accept       reject        1.4272       1.6088       1.3010       1.7487      
1842       57     67         67         accept       reject        0.9026       0.5161       0.4854       0.7378      
1917       24     9          9          accept       reject        0.8405       1.4988       0.4558       2.1221      
1924       65     20         20         accept       reject        0.9995       1.8469       0.4061       2.5457      
1929       65     3          3          accept       reject        2.3763       1.8588       1.8231       1.9551      
1930       22     28         28         accept       reject        10.0848      7.6945       6.5322       8.3689      
1940       64     3          3          accept       reject        1.1134       0.8723       0.3682       0.9101      
1965       66     4          4          accept       reject        0.5855       2.7667       0.5341       3.1899      
1983       2      1          1          accept       reject        1.1116       2.4724       0.3691       3.3329      
1987       51     15         15         accept       reject        2.0998       1.6434       1.8186       1.7406      
2009       63     6          6          accept       reject        1.0240       2.5230       0.7945       2.6942      
2112       63     59         59         accept       reject        0.6808       3.5455       0.5377       4.2495      
2127       50     2          2          accept       reject        1.0947       0.8546       0.3684       1.2411      
2170       11     35         35         accept       reject        2.6090       1.7670       1.9354       2.7286      
2281       38     1          1          accept       reject        0.4739       0.7534       0.4442       1.6813      
2334       45     16         16         accept       reject        1.0548       1.6095       0.3825       2.4302      
