================================================================================
ARE_TrueAccept_CE_FalseReject - BALANCED Mode - Rejection Rate 0.40 - HEAD
================================================================================

Total cases: 289

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
50         4      4          4          reject       accept        0.8638       1.2011       1.3327       0.5843      
54         2      2          2          reject       accept        0.9589       1.2291       1.2747       0.5202      
107        17     17         17         reject       accept        1.0342       1.2779       1.2751       0.4902      
117        43     43         43         reject       accept        1.4075       1.4609       1.7916       0.8920      
172        4      4          4          reject       accept        1.0874       9.5071       1.5745       8.5118      
249        39     39         39         reject       accept        1.2585       1.3620       1.2748       0.5097      
259        42     42         42         reject       accept        2.2271       19.6708      2.5892       14.5270     
291        11     11         11         reject       accept        1.0287       6.5530       1.4660       6.4004      
357        14     14         14         reject       accept        1.4397       2.1986       1.5956       2.1152      
427        10     10         10         reject       accept        1.2289       1.3114       1.2751       0.6207      
552        30     30         30         reject       accept        2.7530       9.5704       2.9575       9.3600      
556        62     62         62         reject       accept        1.4619       18.5110      1.4637       13.7827     
561        43     43         43         reject       accept        1.1036       7.5860       1.2878       6.5026      
571        68     68         68         reject       accept        0.7701       4.2279       1.2771       3.4045      
577        38     38         38         reject       accept        1.1027       1.1973       1.2754       0.5975      
670        30     30         30         reject       accept        1.7952       15.5729      2.7311       15.5192     
686        7      7          7          reject       accept        1.2479       1.2227       1.5700       1.0066      
752        48     48         48         reject       accept        1.2762       1.3796       1.2949       0.6501      
775        64     64         64         reject       accept        2.3821       3.2041       2.7507       3.0419      
785        60     60         60         reject       accept        1.4376       1.4803       1.6531       0.7504      
842        35     35         35         reject       accept        0.9411       7.4614       1.8182       5.6129      
844        52     52         52         reject       accept        1.0518       1.0535       1.2958       0.7021      
925        56     56         56         reject       accept        0.7270       0.9737       1.4024       0.8691      
940        23     23         23         reject       accept        1.3021       4.0047       1.3134       3.2346      
942        62     62         62         reject       accept        1.4331       24.3279      1.5723       17.2823     
1105       4      4          4          reject       accept        1.8778       14.4141      2.4060       11.8594     
1108       1      1          1          reject       accept        1.2607       1.3399       1.2767       0.7056      
1145       58     58         58         reject       accept        1.1621       1.2328       1.3665       0.8130      
1197       21     21         21         reject       accept        0.8628       1.2028       1.2747       0.4833      
1295       16     16         16         reject       accept        0.9051       2.6125       1.5961       2.6105      
1306       33     33         33         reject       accept        1.2241       1.3628       1.2747       0.4876      
1329       17     17         17         reject       accept        1.2534       0.7636       1.2847       0.5157      
1354       23     23         23         reject       accept        0.7787       1.1742       1.5994       0.8010      
1361       12     12         12         reject       accept        1.4584       1.4903       1.6008       0.7178      
1404       48     48         48         reject       accept        1.1827       1.3587       1.2852       0.4957      
1417       52     52         52         reject       accept        1.1559       1.3428       1.3945       0.5736      
1424       47     47         47         reject       accept        3.0337       8.0407       3.0534       6.0570      
1480       7      7          7          reject       accept        0.9766       1.1878       1.2747       0.5642      
1568       58     58         58         reject       accept        1.2545       1.3925       1.2747       0.5024      
1592       61     61         61         reject       accept        0.8662       1.1645       1.2786       0.5513      
1607       42     42         42         reject       accept        1.3981       11.8121      1.5213       8.6449      
1625       61     61         61         reject       accept        1.2073       1.1278       1.2747       0.4890      
1639       17     17         17         reject       accept        1.1669       1.3523       1.2747       0.4821      
