================================================================================
ARE_TrueReject_CE_FalseAccept - WORST Mode - Rejection Rate 0.40 - HEAD
================================================================================

Total cases: 175

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
74         32     76         76         accept       reject        108.1206     89.0832      95.0848      93.4233     
315        31     15         15         accept       reject        3.1652       3.4835       3.1614       6.5466      
336        45     73         73         accept       reject        108.8989     93.5896      95.7362      93.8718     
360        64     4          4          accept       reject        3.1632       1.9350       3.1619       4.0401      
379        11     79         79         accept       reject        50.5793      57.2171      48.2226      66.6379     
472        14     65         65         accept       reject        36.6264      24.4546      34.7647      38.1903     
488        67     32         73         accept       reject        35.0980      54.0985      33.2150      66.1301     
673        6      4          4          accept       reject        3.1643       2.9502       3.1605       4.0621      
781        64     3          3          accept       reject        3.1659       2.3451       3.1605       4.9479      
792        55     3          3          accept       reject        3.1648       2.6785       3.1614       3.9505      
803        58     89         89         accept       reject        78.7161      73.1983      70.1683      75.1783     
914        59     52         52         accept       reject        3.1651       2.7970       3.1605       3.2211      
929        52     4          4          accept       reject        3.1656       5.1985       3.1607       8.2464      
974        36     69         69         accept       reject        73.7435      51.9920      65.9792      57.1810     
1022       36     4          4          accept       reject        3.1657       2.9502       3.1607       3.1567      
1071       55     4          4          accept       reject        3.1631       2.8869       3.1605       3.8555      
1135       9      69         69         accept       reject        43.2019      36.9384      40.2802      49.6234     
1155       58     13         13         accept       reject        3.1643       1.8422       3.1610       2.6483      
1202       55     3          3          accept       reject        3.1656       2.9893       3.1608       3.3099      
1309       18     79         6          accept       reject        51.9919      34.7970      47.7524      35.4227     
1315       46     11         11         accept       reject        3.1638       5.0336       3.1636       7.0445      
1353       65     77         67         accept       reject        46.6192      26.2913      46.1876      42.3641     
1400       18     27         27         accept       reject        3.1656       1.9407       3.1606       3.1972      
1444       46     11         11         accept       reject        3.1655       1.8563       3.1605       3.1266      
1493       31     4          4          accept       reject        3.1656       2.4960       3.1605       7.5215      
1541       11     2          2          accept       reject        3.1642       3.1745       3.1605       5.4391      
1571       32     26         26         accept       reject        3.1660       3.0219       3.1605       3.0608      
1584       64     50         50         accept       reject        3.1614       2.9269       3.1605       3.2700      
1601       59     69         69         accept       reject        94.1382      83.1274      93.3004      105.2592    
1768       26     67         67         accept       reject        31.7247      24.3893      31.2125      35.1860     
1930       22     28         28         accept       reject        28.3247      23.2043      27.7157      51.9409     
1940       64     3          3          accept       reject        3.1650       2.4151       3.1608       7.6284      
1970       61     10         10         accept       reject        3.1641       2.8675       3.1605       2.9313      
2008       67     69         69         accept       reject        106.1428     86.8653      93.5512      99.1028     
2026       35     2          2          accept       reject        3.1652       10.4859      3.1607       12.4018     
2043       25     84         84         accept       reject        35.9895      52.6627      35.2664      61.8591     
2192       54     14         14         accept       reject        3.1659       2.9695       3.1606       3.6542      
2294       61     22         22         accept       reject        3.1657       2.4522       3.1607       4.5887      
2345       65     84         84         accept       reject        72.1444      54.2257      66.1374      75.9500     
2359       66     64         64         accept       reject        31.7700      24.1862      30.1665      28.6452     
2387       61     10         10         accept       reject        3.1653       3.9160       3.1605       14.4109     
2450       30     73         73         accept       reject        72.0713      86.4200      65.6725      88.6843     
2809       3      4          4          accept       reject        3.1646       2.4689       3.1606       6.7760      
2883       50     48         51         accept       reject        25.8224      18.2012      25.1511      20.8656     
2894       53     22         22         accept       reject        3.1627       7.1176       3.1607       9.3073      
2899       11     2          2          accept       reject        3.1652       3.1972       3.1606       6.0259      
2927       67     99         99         accept       reject        40.6209      47.5456      38.4871      52.6824     
