================================================================================
ARE_TrueReject_CE_FalseAccept - WORST Mode - Rejection Rate 0.70 - TAIL
================================================================================

Total cases: 325

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
11         75     72         72         accept       reject        87.4465      58.5806      78.4059      67.8271     
22         75     21         21         accept       reject        14.1834      12.9918      12.8123      15.1279     
123        92     70         70         accept       reject        71.0406      38.5603      64.4335      54.6756     
169        83     61         61         accept       reject        9.4934       10.9274      8.6734       15.3153     
173        83     15         15         accept       reject        0.1662       1.4976       0.1659       3.3566      
273        83     0          0          accept       reject        0.1665       1.8577       0.1659       2.0811      
281        84     5          5          accept       reject        2.5284       5.4284       2.4180       13.3822     
316        93     32         32         accept       reject        3.6686       6.4966       3.4436       18.4482     
321        89     17         17         accept       reject        9.8777       22.1339      9.1099       25.8996     
339        95     73         73         accept       reject        76.7505      60.6281      72.8243      63.2498     
356        96     59         63         accept       reject        3.2447       2.1954       3.1348       5.0564      
366        89     45         45         accept       reject        19.3577      10.7366      17.4115      21.1083     
421        81     13         13         accept       reject        12.3184      16.3786      12.2141      26.4026     
474        73     95         95         accept       reject        74.9359      42.9612      69.5208      50.5411     
486        79     14         44         accept       reject        6.0882       3.7382       5.6813       6.5588      
526        95     73         73         accept       reject        94.2136      49.4650      84.7024      50.0554     
603        80     16         16         accept       reject        0.1665       2.8104       0.1663       6.9902      
611        82     14         14         accept       reject        8.0235       12.9036      7.3342       15.2022     
634        83     0          0          accept       reject        13.1162      16.4269      12.4826      22.0310     
672        83     0          0          accept       reject        4.0107       8.6272       3.7413       12.5652     
707        85     12         12         accept       reject        2.1611       1.9865       2.0962       4.4255      
708        78     26         26         accept       reject        3.3272       2.5269       3.2151       5.1832      
712        97     3          43         accept       reject        16.2402      10.2327      14.7033      10.7925     
778        81     37         37         accept       reject        31.4760      11.7886      30.4701      13.0133     
798        70     1          1          accept       reject        24.4979      20.0001      24.1546      29.8591     
855        98     23         23         accept       reject        19.6131      13.7245      19.3803      27.0395     
859        93     4          4          accept       reject        20.1285      16.6822      19.8821      24.0076     
1026       97     64         64         accept       reject        16.8188      12.3505      16.5212      26.0785     
1102       80     4          4          accept       reject        2.6294       4.2109       2.6061       6.3735      
1128       81     37         37         accept       reject        7.3578       21.6407      6.8255       23.2016     
1131       91     73         30         accept       reject        75.6589      32.9397      72.0262      39.6794     
1156       93     77         77         accept       reject        62.1906      38.4881      55.6255      48.2626     
1220       81     37         37         accept       reject        14.3909      9.5703       14.2522      11.9441     
1252       93     24         24         accept       reject        7.9374       11.0513      7.3393       14.5193     
1278       92     70         70         accept       reject        47.8076      40.6086      42.8063      47.2616     
1340       99     18         18         accept       reject        40.5718      23.7296      37.0077      42.5844     
1371       98     21         21         accept       reject        1.9775       11.2187      1.9292       13.2654     
1437       80     43         43         accept       reject        3.3293       10.0519      3.1981       13.8592     
1455       78     27         27         accept       reject        0.1665       19.0538      0.1659       19.9390     
1494       70     0          0          accept       reject        0.1665       1.8465       0.1661       2.7019      
1554       69     23         23         accept       reject        6.0813       26.3225      5.6479       30.9596     
1583       79     33         33         accept       reject        6.0732       5.1368       5.7608       10.1543     
1595       76     12         12         accept       reject        4.0993       14.7394      3.8172       16.5559     
1596       96     47         47         accept       reject        5.8301       11.6241      5.3638       12.1549     
1597       87     9          9          accept       reject        7.0895       22.7700      6.5448       27.3192     
1602       74     55         65         accept       reject        20.1371      9.8896       18.3308      14.6652     
1663       92     18         18         accept       reject        0.1663       1.7372       0.1662       2.5828      
1745       69     12         12         accept       reject        9.5268       36.0436      8.6552       36.2141     
1751       99     78         78         accept       reject        51.4945      29.2697      46.2693      34.2164     
1821       92     54         54         accept       reject        7.6287       3.9670       6.9766       7.7880      
1827       83     53         53         accept       reject        3.1498       10.4625      3.0186       13.5588     
1836       80     76         76         accept       reject        64.1695      30.9445      57.5923      34.3613     
1862       94     20         20         accept       reject        3.9849       19.2311      3.8665       24.8582     
1874       69     9          9          accept       reject        8.3596       4.1795       7.6650       6.0863      
1921       88     26         43         accept       reject        17.5217      7.1303       15.9511      9.0707      
1974       95     3          3          accept       reject        14.8399      30.7523      13.4154      31.2194     
1988       95     30         30         accept       reject        29.8177      14.7417      28.2605      21.1923     
2025       81     16         16         accept       reject        18.1077      30.2851      16.3585      33.9222     
2067       79     7          7          accept       reject        1.8993       22.2633      1.8580       24.7172     
2076       73     10         10         accept       reject        0.1665       1.8409       0.1660       2.7531      
2104       72     24         78         accept       reject        30.3444      35.0103      27.3094      37.3145     
2138       95     69         69         accept       reject        66.5881      32.4227      66.5394      58.4345     
2172       99     78         78         accept       reject        100.3354     59.9259      89.5489      70.6092     
2173       73     4          27         accept       reject        3.3030       14.6999      3.1295       15.1675     
2184       74     4          4          accept       reject        2.1850       18.8266      2.1154       18.9216     
2197       91     84         84         accept       reject        76.8919      49.6940      70.5633      57.1289     
2208       73     30         30         accept       reject        24.7639      14.4458      22.4330      29.6104     
2215       74     18         18         accept       reject        14.0191      19.2693      12.6578      25.7237     
2217       84     20         20         accept       reject        19.1926      17.6550      17.9902      18.5661     
2218       91     73         73         accept       reject        78.5452      47.0600      71.1890      56.5893     
2220       88     34         34         accept       reject        4.8021       4.4062       4.4425       5.5429      
2293       70     62         62         accept       reject        5.5452       18.9566      5.2389       22.8477     
2312       93     34         34         accept       reject        11.7712      11.4865      11.3488      29.2436     
2406       83     1          1          accept       reject        2.9761       22.2605      2.8712       26.8404     
2494       86     16         16         accept       reject        16.8997      12.2839      15.2256      13.0543     
2501       76     69         69         accept       reject        28.3926      20.6794      27.7708      36.7928     
2574       73     67         67         accept       reject        4.6119       2.4103       4.3259       4.0140      
2651       87     16         16         accept       reject        0.1665       10.1823      0.1659       13.4610     
2666       92     33         33         accept       reject        19.7530      11.6247      19.1609      20.2216     
2669       75     21         21         accept       reject        18.9919      21.7726      17.2041      25.0439     
2707       90     13         13         accept       reject        5.1260       8.5249       5.0673       12.9303     
2724       90     73         73         accept       reject        49.8912      38.9211      49.0786      53.3351     
2796       88     42         42         accept       reject        7.8586       6.8505       7.2778       7.9848      
2814       92     6          6          accept       reject        0.1662       1.7398       0.1662       2.0172      
2896       70     10         92         accept       reject        24.4815      15.6888      23.4943      34.4396     
2910       98     11         35         accept       reject        2.5159       7.1473       2.4580       7.9175      
