================================================================================
ARE_TrueReject_CE_FalseAccept - BALANCED Mode - Rejection Rate 0.40 - TAIL
================================================================================

Total cases: 460

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
10         71     12         12         accept       reject        1.4667       3.5294       1.2887       5.9514      
56         71     49         49         accept       reject        8.5738       7.5070       6.9908       12.8150     
69         92     0          0          accept       reject        1.4493       6.3815       1.4105       6.7256      
73         91     18         18         accept       reject        1.4698       2.5076       1.2783       5.2386      
86         78     11         11         accept       reject        1.4711       2.9302       1.2790       6.9510      
123        92     70         70         accept       reject        42.3465      29.7752      26.4538      32.3435     
133        74     21         21         accept       reject        1.4378       2.3219       1.3599       5.8603      
151        77     65         65         accept       reject        3.7208       7.7272       3.6785       10.9311     
162        87     20         20         accept       reject        1.4693       1.4447       1.2748       4.7428      
169        83     61         61         accept       reject        5.6589       8.4379       4.6078       8.7303      
173        83     15         15         accept       reject        1.4694       1.1955       1.2747       1.5559      
208        80     4          4          accept       reject        1.4645       1.2390       1.3099       2.6681      
210        73     30         30         accept       reject        1.4694       6.9488       1.2920       12.0862     
229        71     12         12         accept       reject        1.4704       5.2423       1.2768       6.4052      
255        97     43         64         accept       reject        13.4822      12.3599      11.9505      14.0798     
300        96     52         52         accept       reject        8.5677       9.8742       8.2207       18.7182     
327        91     14         14         accept       reject        1.4231       4.3692       1.3670       9.3567      
366        89     45         45         accept       reject        11.5389      8.2905       8.0313       12.2057     
403        91     10         10         accept       reject        1.3722       2.0507       1.2816       5.1375      
421        81     13         13         accept       reject        7.3429       12.6471      5.9950       15.3818     
471        97     38         38         accept       reject        1.3601       2.9300       1.2828       6.4355      
486        79     14         44         accept       reject        3.6291       2.8865       3.4356       3.4770      
494        74     27         27         accept       reject        1.3878       2.1517       1.2986       2.2256      
497        77     4          4          accept       reject        1.4679       1.0830       1.2753       2.0840      
498        89     19         19         accept       reject        1.2785       4.0362       1.2770       5.4838      
546        81     13         13         accept       reject        1.4480       1.4385       1.2875       1.5818      
603        80     16         16         accept       reject        1.4722       2.1701       1.2749       3.7358      
605        84     45         45         accept       reject        1.3322       0.9169       1.2793       1.1566      
612        81     13         13         accept       reject        1.4710       1.4044       1.3065       2.9645      
634        83     0          0          accept       reject        7.8184       12.6844      6.1002       12.7591     
639        84     13         5          accept       reject        4.8347       8.1047       4.4757       12.2294     
696        74     4          4          accept       reject        1.4697       3.6901       1.3045       6.7074      
727        75     3          3          accept       reject        1.4690       2.2507       1.2770       3.4310      
741        77     32         72         accept       reject        6.7254       16.4927      6.2375       20.4805     
746        88     10         10         accept       reject        1.4203       4.3942       1.3802       8.3794      
747        83     10         10         accept       reject        1.3455       1.5919       1.3041       1.6617      
798        70     1          1          accept       reject        14.6029      15.4435      10.6732      17.4555     
836        96     23         23         accept       reject        1.3645       1.2868       1.2895       1.3520      
838        90     13         13         accept       reject        1.4405       2.1483       1.3940       5.5350      
855        98     23         23         accept       reject        11.6912      10.5977      8.8026       15.7639     
859        93     4          4          accept       reject        11.9983      12.8816      8.9992       13.9450     
892        90     13         13         accept       reject        1.4670       2.3795       1.3303       4.4237      
897        97     19         19         accept       reject        1.4310       3.6970       1.3163       6.4042      
901        85     25         25         accept       reject        1.4603       3.5437       1.3019       5.2797      
960        74     4          4          accept       reject        1.4719       1.9137       1.2757       2.7881      
995        89     8          8          accept       reject        1.4309       5.1657       1.3363       7.7939      
999        91     23         23         accept       reject        1.4629       1.8336       1.3249       2.5353      
1026       97     64         64         accept       reject        10.0255      9.5367       7.6825       15.1874     
1033       72     66         66         accept       reject        1.4324       1.9494       1.3041       2.0224      
1083       90     12         12         accept       reject        1.4716       5.4195       1.2751       5.8912      
1100       72     4          4          accept       reject        1.3828       4.0692       1.2780       7.3295      
1171       83     0          0          accept       reject        1.4433       1.3566       1.2747       1.4279      
1205       69     5          76         accept       reject        16.1054      22.4460      13.7203      28.2288     
1248       88     34         34         accept       reject        1.4006       1.3238       1.2807       1.4396      
1263       93     42         42         accept       reject        1.3519       5.6203       1.2934       9.4288      
1277       70     48         48         accept       reject        11.3770      7.1258       8.7957       9.0972      
1284       81     13         13         accept       reject        1.4126       2.0084       1.3583       3.6884      
1326       91     20         20         accept       reject        6.5862       3.5423       5.9059       5.8135      
1340       99     18         18         accept       reject        24.1844      18.3233      15.7088      25.0897     
1363       81     16         16         accept       reject        1.4686       3.0037       1.2757       4.2505      
1396       81     12         12         accept       reject        1.4620       4.2061       1.3605       4.2821      
1416       83     33         33         accept       reject        1.4692       1.3177       1.2907       2.2640      
1420       99     10         10         accept       reject        1.4355       2.3735       1.4070       6.2341      
1477       76     30         30         accept       reject        1.4721       1.3741       1.2751       2.4228      
1504       92     33         14         accept       reject        15.5891      8.6049       12.0717      12.9771     
1583       79     33         33         accept       reject        3.6202       3.9665       3.4667       5.6340      
1602       74     55         65         accept       reject        12.0035      7.6365       8.3914       8.3402      
1670       78     12         12         accept       reject        1.4699       3.3208       1.2840       3.9131      
1704       72     44         44         accept       reject        1.4240       1.6287       1.3342       2.2044      
1723       72     36         36         accept       reject        1.4421       1.8815       1.2751       2.8746      
1756       90     27         27         accept       reject        1.4488       2.0740       1.2794       4.0542      
1821       92     54         54         accept       reject        4.5474       3.0632       3.9431       4.2145      
1828       95     12         12         accept       reject        17.4758      19.7374      13.1045      21.5460     
1852       95     30         30         accept       reject        1.4329       1.2197       1.3474       1.5385      
1864       89     17         17         accept       reject        1.4705       1.8086       1.2758       1.9175      
1873       76     17         17         accept       reject        1.4723       1.5035       1.2750       2.1614      
1912       80     4          4          accept       reject        1.4611       1.9716       1.2793       3.2973      
1976       89     8          8          accept       reject        1.4548       2.0084       1.2755       3.6065      
1988       95     30         30         accept       reject        17.7740      11.3831      12.2818      12.2560     
1991       98     9          9          accept       reject        1.4425       6.6004       1.3341       8.3395      
1996       88     0          0          accept       reject        1.4360       2.9683       1.3740       7.1522      
2014       77     22         22         accept       reject        1.4699       6.7001       1.2804       8.7416      
2036       80     43         43         accept       reject        1.4405       0.8881       1.3075       1.1742      
2056       77     18         18         accept       reject        1.4718       4.2048       1.2752       4.7779      
2057       69     9          9          accept       reject        1.4513       2.5112       1.3572       7.6012      
2069       83     10         10         accept       reject        1.4721       2.7599       1.2757       4.3544      
2138       95     69         69         accept       reject        39.6924      25.0360      27.2789      34.5986     
2144       89     29         29         accept       reject        1.3422       1.7275       1.2748       2.3877      
2171       89     17         17         accept       reject        1.4059       6.2670       1.3556       10.7432     
2186       73     5          5          accept       reject        1.4550       1.1969       1.2829       1.8516      
2208       73     30         30         accept       reject        14.7615      11.1546      9.9987       17.3063     
2215       74     18         18         accept       reject        8.3566       14.8793      6.1689       14.9745     
2306       72     21         21         accept       reject        1.3970       5.1843       1.3053       6.5942      
2312       93     34         34         accept       reject        7.0167       8.8696       5.6560       17.0862     
2326       95     30         30         accept       reject        1.4721       1.4809       1.2804       1.9009      
2328       92     62         62         accept       reject        11.6042      10.5348      8.8843       13.4898     
2339       93     3          3          accept       reject        1.4506       4.1424       1.3023       9.7624      
2343       92     1          1          accept       reject        1.4676       1.8170       1.3744       2.4882      
2354       69     23         23         accept       reject        1.4689       1.8923       1.2816       2.0601      
2357       77     4          4          accept       reject        1.4627       5.3757       1.2991       8.0031      
2367       81     13         13         accept       reject        1.4629       1.8775       1.3702       3.1981      
2434       99     25         25         accept       reject        11.0619      9.4975       8.8131       12.5669     
2468       72     3          3          accept       reject        1.4639       1.3837       1.2747       1.7222      
2498       98     35         35         accept       reject        5.8270       4.8780       5.2027       12.8993     
2501       76     69         69         accept       reject        16.9245      15.9681      12.0899      21.6152     
2555       93     4          4          accept       reject        1.4651       2.1288       1.2819       5.2164      
2564       93     4          4          accept       reject        1.3831       0.8889       1.2833       2.7253      
2609       81     13         13         accept       reject        1.4697       4.6132       1.2825       5.8319      
2613       69     3          3          accept       reject        1.4270       1.2132       1.2800       3.1429      
2618       97     21         21         accept       reject        1.4456       2.2459       1.2996       6.4203      
2621       71     1          1          accept       reject        5.6832       4.8231       5.3175       11.2164     
2655       95     24         24         accept       reject        1.4625       1.5800       1.3087       3.1874      
2666       92     33         33         accept       reject        11.7745      8.9763       8.7167       11.6737     
2689       88     16         16         accept       reject        1.4539       1.2069       1.2747       1.3453      
2690       85     13         13         accept       reject        1.4342       5.3416       1.2892       7.7843      
2706       75     3          3          accept       reject        1.4696       1.4317       1.2815       1.9358      
2716       86     9          9          accept       reject        1.4669       6.2492       1.2754       7.2866      
2724       90     73         73         accept       reject        29.7396      30.0538      20.4380      31.5393     
2745       72     3          4          accept       reject        5.2100       2.8977       4.8443       5.4311      
2841       74     27         27         accept       reject        1.4593       2.6276       1.2813       3.8692      
2896       70     10         92         accept       reject        14.5931      12.1145      10.4144      20.2034     
2898       90     2          2          accept       reject        10.6682      9.0286       9.7310       17.4114     
2918       83     7          7          accept       reject        1.4707       9.1078       1.2813       10.3334     
2992       89     13         13         accept       reject        1.4648       3.6458       1.3091       5.9530      
3017       90     68         77         accept       reject        19.2746      16.7150      14.1268      20.8181     
3036       84     19         19         accept       reject        1.4705       1.4708       1.2860       2.2238      
3077       69     65         65         accept       reject        19.8837      15.5414      14.6515      18.9300     
3082       69     9          9          accept       reject        1.4560       4.7797       1.2913       7.2441      
3083       86     5          5          accept       reject        4.0452       19.1212      3.8220       19.5319     
3101       99     86         69         accept       reject        15.8221      13.4959      13.5692      19.3359     
