================================================================================
ARE_TrueAccept_CE_FalseReject - BALANCED Mode - Rejection Rate 0.30 - HEAD
================================================================================

Total cases: 214

Sample     True   CE Pred    ARE Pred   CE Decision  ARE Decision  CE MaxRew    ARE MaxRew   CE Thresh    ARE Thresh  
--------------------------------------------------------------------------------
40         63     63         63         reject       accept        0.7804       1.0009       0.9692       0.8733      
50         4      4          4          reject       accept        0.7715       1.0697       1.0167       0.3730      
54         2      2          2          reject       accept        0.8565       1.0946       0.9665       0.3232      
107        17     17         17         reject       accept        0.9237       1.1381       0.9668       0.2999      
117        43     43         43         reject       accept        1.2572       1.3010       1.4137       0.6123      
172        4      4          4          reject       accept        0.9713       8.0312       1.2259       6.5371      
259        42     42         42         reject       accept        1.9082       16.6170      2.1037       11.2143     
291        11     11         11         reject       accept        0.9188       5.5357       1.1320       4.8954      
313        42     42         42         reject       accept        0.6068       1.1507       1.0753       1.1070      
552        30     30         30         reject       accept        2.3588       8.0846       2.4223       7.1966      
571        68     68         68         reject       accept        0.6878       3.5715       0.9686       2.5659      
670        30     30         30         reject       accept        1.5382       13.1553      2.2265       11.9858     
686        7      7          7          reject       accept        1.1146       1.0889       1.2220       0.7014      
775        64     64         64         reject       accept        2.0410       2.7066       2.2434       2.2839      
785        60     60         60         reject       accept        1.2841       1.3183       1.2939       0.5022      
842        35     35         35         reject       accept        0.8406       6.3031       1.4367       4.2831      
844        52     52         52         reject       accept        0.9395       0.9382       0.9848       0.4646      
925        56     56         56         reject       accept        0.6494       0.8672       1.0770       0.5944      
1032       51     51         51         reject       accept        1.1811       2.8276       1.4699       2.7764      
1105       4      4          4          reject       accept        1.6090       12.1764      1.9452       9.1401      
1107       60     60         60         reject       accept        0.9715       1.1402       1.2661       0.9368      
1145       58     58         58         reject       accept        1.0380       1.0979       1.0459       0.5509      
1197       21     21         21         reject       accept        0.7706       1.0712       0.9665       0.2945      
1253       64     64         64         reject       accept        0.9940       1.4095       1.1310       1.2452      
1262       64     64         64         reject       accept        0.8045       1.7535       0.9740       1.6297      
1266       36     36         36         reject       accept        1.1466       3.4997       1.6445       3.3226      
1295       16     16         16         reject       accept        0.8085       2.2069       1.2446       1.9485      
1343       50     50         50         reject       accept        0.7086       4.6547       1.3981       4.4939      
1354       23     23         23         reject       accept        0.6955       1.0457       1.2474       0.5415      
1388       38     38         38         reject       accept        0.9697       0.8702       1.7129       0.8232      
1417       52     52         52         reject       accept        1.0324       1.1959       1.0702       0.3647      
1480       7      7          7          reject       accept        0.8723       1.0579       0.9665       0.3574      
1592       61     61         61         reject       accept        0.7737       1.0371       0.9699       0.3474      
1630       54     54         54         reject       accept        1.2338       1.2704       1.5129       1.1678      
1667       67     67         67         reject       accept        0.7281       0.8283       0.9667       0.2945      
1747       35     35         35         reject       accept        0.7227       3.0626       0.9886       2.2516      
1777       56     56         56         reject       accept        0.8867       10.1455      1.3361       8.3788      
1800       11     11         11         reject       accept        1.0774       1.1962       1.1603       0.4691      
1863       53     53         53         reject       accept        1.2948       1.3185       1.4298       0.5784      
2030       30     30         30         reject       accept        2.8229       22.0313      2.9770       14.6626     
2174       26     26         26         reject       accept        0.9586       0.9058       0.9954       0.3770      
2234       62     62         62         reject       accept        1.3903       4.2545       1.8880       3.4924      
2272       14     14         14         reject       accept        0.8653       1.1198       0.9674       0.5648      
2292       40     40         40         reject       accept        0.9795       5.2184       1.0898       3.6980      
2402       59     59         59         reject       accept        0.6211       4.0633       1.7451       3.4348      
2435       34     34         34         reject       accept        0.7161       0.8806       1.0017       0.3540      
2487       22     22         22         reject       accept        0.8786       0.9914       0.9668       0.7129      
2504       60     60         60         reject       accept        1.1058       3.1785       1.4456       2.3115      
2654       47     47         47         reject       accept        0.6157       0.9743       0.9991       0.3300      
2729       39     39         39         reject       accept        0.7054       10.9660      1.2389       7.9010      
2743       36     36         36         reject       accept        0.9667       1.1507       0.9678       0.3230      
2782       62     62         62         reject       accept        1.2322       12.1079      1.5201       11.0682     
2800       47     47         47         reject       accept        1.2961       13.6912      1.3628       8.9538      
2813       68     68         68         reject       accept        0.7040       0.9866       0.9836       0.3282      
2861       6      6          6          reject       accept        1.0570       1.2121       1.2080       0.4233      
2889       68     68         68         reject       accept        0.9289       1.1477       0.9681       0.3448      
2923       11     11         11         reject       accept        0.7123       10.6291      0.9690       8.5698      
2943       24     24         24         reject       accept        0.8613       1.0655       1.0341       0.4768      
3003       35     35         35         reject       accept        0.8302       1.3703       1.2848       1.1615      
3046       12     12         12         reject       accept        0.7498       7.9096       0.9912       6.6409      
3159       23     23         23         reject       accept        1.5887       5.0028       1.9977       4.3832      
3225       57     57         57         reject       accept        1.0261       1.1978       1.2153       0.5700      
3236       13     13         13         reject       accept        0.7801       1.0591       0.9666       0.3009      
3281       6      6          6          reject       accept        2.8115       15.1795      4.3951       14.3722     
3351       4      4          4          reject       accept        0.7544       4.1759       0.9748       3.6469      
3403       56     56         56         reject       accept        1.2435       1.2995       1.3521       0.5007      
3528       21     21         21         reject       accept        0.9491       0.9559       1.0598       0.6049      
3581       57     57         57         reject       accept        1.0205       0.9032       1.5060       0.8951      
3585       65     65         65         reject       accept        0.9854       11.0914      1.4934       7.7189      
3608       34     34         34         reject       accept        0.4774       1.4388       1.1306       1.3915      
3632       54     54         54         reject       accept        0.6800       12.1006      1.0068       9.1880      
3635       47     47         47         reject       accept        1.0574       1.2408       1.1037       1.0901      
3718       38     38         38         reject       accept        0.7223       8.3229       1.1786       7.0064      
